feature	a0	a0.1	a0.2	a0.3	a0.4	a0.5	a0.6	a0.7	a0.8	a0.9	a1
1280215 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
2564830 [Metab]	1	0.002	8e-04	6e-04	4e-04	0	2e-04	0	0	0	0
1834949 [Imm Sys]	1	0.0014	2e-04	2e-04	0	0	0	0	0	0	0
156584 [Metab]	1	0.0324	0.0174	0.0138	0.0078	0.0076	0.0076	0.003	0.0026	0.002	0.003
379716 [Metab Prot]	1	0.055	0.0332	0.0234	0.0122	0.015	0.0108	0.0076	0.0076	0.0058	0.0044
1489509 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
2172127 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
2424491 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
180024 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
418885 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
168928 [Imm Sys]	1	0.2122	0.097	0.0536	0.0336	0.0218	0.02	0.0136	0.0086	0.0084	0.0052
3134963 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
73893 [DNA Repair]	1	0.0012	2e-04	0	0	0	0	0	0	0	0
5696394 [DNA Repair]	1	6e-04	0	2e-04	0	0	0	0	0	0	0
73942 [DNA Repair]	1	0	0	0	0	0	0	0	0	0	0
2559586 [Cell Resp]	1	2e-04	0	0	0	0	0	0	0	0	0
5693606 [DNA Repair]	1	2e-04	0	0	0	0	0	0	0	0	0
5693532 [DNA Repair]	1	0	0	0	0	0	0	0	0	0	0
73894 [DNA Repair]	1	4e-04	0	0	0	0	0	0	0	0	0
69306 [DNA Repl]	1	0	0	0	0	0	0	0	0	0	0
69002 [DNA Repl]	1	0	0	0	0	0	0	0	0	0	0
5334118 [Gene Expr]	1	0	0	0	0	0	0	0	0	0	0
68952 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
69190 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
376172 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
3769402 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
429947 [Metab RNA]	1	0.0146	0.0038	0.001	8e-04	2e-04	4e-04	2e-04	0	2e-04	0
429914 [Metab RNA]	1	0	0	0	0	0	0	0	0	0	0
73887 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5607761 [Imm Sys]	1	2e-04	0	0	0	0	0	0	0	0	0
5621480 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
5682113 [Disease]	1	6e-04	4e-04	2e-04	0	0	0	0	2e-04	0	0
5682294 [Disease]	1	0.012	0.0042	0.0014	4e-04	0.0014	6e-04	0	0	2e-04	2e-04
5688399 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5683678 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5678520 [Disease]	1	0.0054	8e-04	0.001	4e-04	8e-04	0	0	4e-04	0	6e-04
5678771 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5683371 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5679001 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5690338 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5683177 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5678420 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
5684045 [Disease]	1	2e-04	2e-04	4e-04	0	0	0	0	0	0	0
5683329 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5679096 [Disease]	1	0.0012	8e-04	6e-04	2e-04	2e-04	0	0	0	0	2e-04
5679090 [Disease]	1	0.0012	8e-04	6e-04	2e-04	2e-04	0	0	0	0	0
5579031 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579007 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5578997 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4549380 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4551295 [Disease]	1	0	0	0	0	0	2e-04	0	0	0	0
4720489 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5633231 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4549349 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4720475 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4724289 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4724325 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4720454 [Disease]	1	2e-04	8e-04	2e-04	2e-04	2e-04	8e-04	0	0	0	2e-04
3359462 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619099 [Disease]	1	0	0	2e-04	2e-04	0	2e-04	0	0	0	0
9036092 [Disease]	1	0	0	0	0	0	0	0	0	0	2e-04
4420332 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5083635 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3560801 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3656244 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3560783 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3371598 [Disease]	1	0	0	0	0	0	0	0	0	0	0
9605310 [Disease]	1	0	0	0	0	0	0	0	0	0	0
9616334 [Disease]	1	2e-04	0	4e-04	0	0	0	0	0	0	0
9629232 [Disease]	1	0	0	0	0	0	0	0	0	0	0
9616333 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5083632 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359485 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
5678895 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3595174 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3595172 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3656225 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3595177 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619060 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5688890 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5688849 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359463 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579026 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579017 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
5579028 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579030 [Disease]	1	0.0132	0.0026	0.002	6e-04	4e-04	4e-04	2e-04	8e-04	0	2e-04
5579000 [Disease]	1	2e-04	0	4e-04	2e-04	0	2e-04	0	0	0	0
5579021 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579010 [Disease]	1	0.1112	0.0952	0.0864	0.0396	0.0786	0.0768	0.0328	0.0342	0.0272	0.059
5579015 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579004 [Disease]	1	0	0	2e-04	0	0	2e-04	0	0	0	0
5578996 [Disease]	1	0.1206	0.0738	0.0454	0.0364	0.0348	0.0302	0.0208	0.0188	0.0156	0.014
5579014 [Disease]	1	0.007	0.0036	0.0022	0.001	0.0018	0.0022	2e-04	4e-04	4e-04	8e-04
5579027 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579011 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579005 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579013 [Disease]	1	0.0034	4e-04	2e-04	4e-04	0	0	0	0	0	0
4755609 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4755583 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4549356 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4717374 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4719377 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4719360 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3656253 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3656237 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579019 [Disease]	1	0.007	0.0024	8e-04	0.0012	0.0012	8e-04	4e-04	6e-04	0	0
5609977 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5609976 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5083636 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5083625 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5609978 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619073 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5578999 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4085023 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
5579022 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4085011 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579006 [Disease]	1	2e-04	2e-04	0	0	0	0	0	0	0	0
3656234 [Disease]	1	0.0148	0.0122	0.01	0.0044	0.0076	0.0072	0.0052	0.004	0.004	0.0084
3656248 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619056 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3371599 [Disease]	1	0.0016	4e-04	8e-04	0	2e-04	0	0	2e-04	2e-04	0
5083627 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5083630 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359458 [Disease]	1	6e-04	8e-04	0.001	0	6e-04	0	0	2e-04	2e-04	0
4793950 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579012 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579024 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
4793952 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359475 [Disease]	1	6e-04	0	0	0	0	0	0	0	0	0
3359471 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359474 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359473 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4793954 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4687000 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4043916 [Disease]	1	0.011	0.0076	0.0072	0.003	0.0054	0.006	0.0028	0.004	0.0026	0.0078
3359469 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359467 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359478 [Disease]	1	6e-04	0	0	0	0	0	0	0	0	0
9608287 [Disease]	1	0	0	0	0	0	0	0	0	0	0
9608290 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5545483 [Disease]	1	2e-04	2e-04	0	0	0	2e-04	0	0	0	0
5632928 [Disease]	1	0.0048	8e-04	0	2e-04	2e-04	0	0	0	0	0
5632927 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
5632968 [Disease]	1	0.0084	0.002	2e-04	4e-04	6e-04	4e-04	0	0	0	0
5632987 [Disease]	1	2e-04	2e-04	0	0	0	2e-04	0	0	0	0
4341670 [Disease]	1	0.0604	0.027	0.0194	0.0084	0.0074	0.0068	0.0028	0.001	0.0012	0.0024
9630222 [Disease]	1	0	0	0	0	0	0	0	0	0	0
9630221 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5578998 [Disease]	1	2e-04	2e-04	0	0	0	4e-04	4e-04	0	0	0
3560796 [Disease]	1	2e-04	0	0	0	0	0	0	0	0	0
5609974 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4043911 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5083628 [Disease]	1	0.0116	0.0104	0.0088	0.005	0.0074	0.0078	0.0044	0.0034	0.0032	0.0066
5083633 [Disease]	1	0.0064	0.006	0.0038	0.0022	0.0022	0.003	0.0014	6e-04	0.0022	0.0012
5083629 [Disease]	1	0.0064	0.006	0.0038	0.0022	0.0022	0.003	0.0014	6e-04	0.0022	8e-04
4570571 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619042 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5687868 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619048 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619104 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619087 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619039 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619070 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619035 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619076 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619067 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619062 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619111 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619071 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619066 [Disease]	1	0.0034	6e-04	0.0018	4e-04	0	6e-04	0	0	2e-04	0
5619053 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619077 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619055 [Disease]	1	0.003	0.0028	0.0018	0.0016	4e-04	8e-04	8e-04	6e-04	2e-04	4e-04
5619036 [Disease]	1	0.0448	0.0396	0.0352	0.0254	0.0272	0.0282	0.0172	0.0186	0.0188	0.0228
3560792 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619085 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619046 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619108 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619063 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619043 [Disease]	1	0.0112	0.0028	0.0012	4e-04	8e-04	2e-04	0	0	0	0
5619068 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619098 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619047 [Disease]	1	0.0564	0.039	0.0296	0.0212	0.0234	0.0232	0.0132	0.0166	0.0116	0.0164
5619061 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619040 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619045 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619097 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619037 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619072 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619083 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619078 [Disease]	1	0	2e-04	2e-04	0	2e-04	0	0	0	0	0
5579020 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619041 [Disease]	1	6e-04	4e-04	0	0	0	0	2e-04	0	0	0
5619088 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619113 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5655799 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619049 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619050 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619054 [Disease]	1	4e-04	6e-04	0.0012	6e-04	0.0022	0.0024	2e-04	4e-04	0.001	0.0038
5656364 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5658208 [Disease]	1	0	0	2e-04	0	0	0	0	0	0	0
5619096 [Disease]	1	2e-04	0	0	0	4e-04	2e-04	0	0	0	2e-04
5619044 [Disease]	1	0.2134	0.1254	0.0794	0.0568	0.0502	0.0446	0.0286	0.024	0.0258	0.0246
5619109 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619081 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5660862 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5660883 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619092 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619052 [Disease]	1	0.002	0.0014	0.001	0	4e-04	6e-04	2e-04	0	0	4e-04
5619110 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619058 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619095 [Disease]	1	0.2622	0.1274	0.0688	0.0354	0.0326	0.0242	0.014	0.009	0.0092	0.0072
4755579 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3656243 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579032 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3359454 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5578995 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5619107 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579002 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5579016 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5688031 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5688354 [Disease]	1	0	2e-04	0	0	0	0	0	0	0	4e-04
3323169 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3296469 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3296482 [Disease]	1	0	0	0	0	0	0	0	0	0	0
1461973 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
4641257 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
4641258 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
916853 [Neur Sys]	1	0	0	0	0	0	0	0	0	0	0
5610780 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5610783 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
195253 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
1614558 [Metab]	1	0	0	0	0	0	0	0	0	0	0
1474228 [ECM Org]	1	0	0	0	0	0	0	0	0	0	0
5467343 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5467345 [Disease]	1	0	0	0	0	0	0	0	0	0	0
4419969 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
606279 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
73927 [DNA Repair]	1	2e-04	0	0	0	0	0	0	0	0	0
73928 [DNA Repair]	1	2e-04	0	0	0	0	0	0	0	0	0
8862803 [Disease]	1	0	0	0	0	0	0	0	0	0	0
2022923 [Metab]	1	0	0	0	0	0	0	0	0	0	0
3299685 [Cell Resp]	1	0	0	0	0	0	0	0	0	0	0
5688426 [Metab Prot]	1	8e-04	0	0	0	0	0	0	0	0	0
1266738 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
8935690 [Dig Abs]	1	0.0818	0.0308	0.0164	0.0062	0.0032	6e-04	4e-04	4e-04	6e-04	0
8963743 [Dig Abs]	1	0	0	0	0	0	0	0	0	0	0
189085 [Dig Abs]	1	0	0	0	0	0	0	0	0	0	0
192456 [Dig Abs]	1	0	0	0	0	0	0	0	0	0	0
69416 [Prog Cell Death]	1	0	0	0	0	0	0	0	0	0	0
4641262 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
1643685 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3781860 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3906995 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3560782 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5609975 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5687613 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5602358 [Disease]	1	0	0	0	0	0	0	0	0	0	0
2474795 [Disease]	1	0	0	0	0	0	0	0	0	0	0
9605308 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5260271 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5423599 [Disease]	1	0.0056	0.001	2e-04	2e-04	4e-04	4e-04	2e-04	0	0	0
5663084 [Disease]	1	0	0	0	0	0	0	0	0	0	0
3781865 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5668914 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5663202 [Disease]	1	0	0	0	0	0	0	0	0	0	0
114516 [Hemost]	1	0	0	0	0	0	0	0	0	0	0
5619115 [Disease]	1	0	0	0	0	0	0	0	0	0	0
110357 [DNA Repair]	1	0	0	0	0	0	0	0	0	0	0
75205 [Hemost]	1	0	0	0	0	0	0	0	0	0	0
212676 [Neur Sys]	1	0.9564	0.8714	0.7646	0.618	0.5286	0.4114	0.2816	0.1878	0.1164	0.0682
379401 [Neur Sys]	1	0	0	0	0	0	0	0	0	0	0
390651 [Sig Transd]	1	0.009	0.001	0.001	6e-04	2e-04	4e-04	0	0	0	0
8863795 [Sig Transd]	1	0.0118	0.0014	2e-04	2e-04	4e-04	0	0	0	0	0
1358803 [Sig Transd]	1	8e-04	2e-04	0	0	2e-04	0	0	0	0	0
1253288 [Sig Transd]	1	0.004	0.0022	0.0014	4e-04	2e-04	6e-04	2e-04	0	0	2e-04
2173795 []	1	0	0	0	0	0	0	0	0	0	0
2173788 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
202424 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
186763 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
1168372 [Imm Sys]	1	0.003	4e-04	6e-04	2e-04	0	2e-04	0	0	0	0
5654687 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5654696 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5654708 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5654716 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5696400 [DNA Repair]	1	0.001	0	0	0	0	0	0	0	0	0
6782135 [DNA Repair]	1	0	0	0	0	0	0	0	0	0	0
113510 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
113507 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
8866654 [Metab Prot]	1	2e-04	0	0	0	0	0	0	0	0	0
3000178 [ECM Org]	1	0	0	0	0	0	0	0	0	0	0
2179392 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
182971 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
212718 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
2682334 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
3928665 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
3928663 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
3928662 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
901032 [Metab Prot]	1	0	0	0	0	0	0	0	0	0	0
199977 [Metab Prot]	1	0	0	0	0	0	0	0	0	0	0
1236974 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
8847993 [Sig Transd]	1	0.0116	0.001	4e-04	2e-04	2e-04	0	0	0	0	0
6785631 [Sig Transd]	1	0.0056	2e-04	2e-04	2e-04	2e-04	0	0	0	0	0
427389 [Gene Expr]	1	0	0	0	0	0	0	0	0	0	0
198753 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
202670 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
8939211 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
162594 [Disease]	1	0	0	0	0	0	0	0	0	0	0
114508 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
391903 [Sig Transd]	1	0.0176	0.0046	0.0024	0.0018	6e-04	4e-04	2e-04	4e-04	0	0
211979 [Metab]	1	0.0066	0.0034	0.0026	0.0014	0.0012	0	4e-04	0	0	0
1566948 [ECM Org]	1	0	0	0	0	0	0	0	0	0	0
112303 [Neur Sys]	1	0	0	0	0	0	0	0	0	0	0
2395516 [Metab]	1	0	0	0	0	0	0	0	0	0	0
139853 [Hemost]	1	0	0	0	0	0	0	0	0	0	0
211976 [Metab]	1	0	0	0	0	0	0	0	0	0	0
917729 [Ves-med Transp]	1	0	0	0	0	0	0	0	0	0	0
1236977 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
380972 [Sig Transd]	1	0.0126	0.0062	0.0034	0.0022	0.002	0.0018	8e-04	0.0024	2e-04	0.0012
168275 [Disease]	1	0.3678	0.194	0.1216	0.0612	0.0524	0.0384	0.0194	0.014	0.0106	0.0112
379398 [Neur Sys]	1	0	0	0	0	0	0	0	0	0	0
379397 [Neur Sys]	1	0	0	0	0	0	0	0	0	0	0
3928664 [Dev Biol]	1	0	0	0	0	0	0	0	0	0	0
212165 [Gene Expr]	1	6e-04	0	0	0	0	0	0	0	0	0
1237044 [Transp Sm Mol]	1	0	0	0	0	0	0	0	0	0	0
1247673 [Transp Sm Mol]	1	0	0	0	0	0	0	0	0	0	0
9027276 [Sig Transd]	1	0.0012	2e-04	0	0	0	0	0	0	0	0
9027277 [Sig Transd]	1	0.0076	0.0018	8e-04	4e-04	2e-04	2e-04	0	0	0	0
9027284 [Sig Transd]	1	0.0072	0.0012	0.0012	2e-04	0	0	0	0	0	0
9027283 [Sig Transd]	1	0.0018	0	0	2e-04	0	0	0	0	0	0
5657562 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5662853 [Disease]	1	0	0	0	0	0	0	0	0	0	0
2468052 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
193144 [Metab]	1	0	0	0	0	0	0	0	0	0	0
9018519 [Sig Transd]	1	0.0058	0.001	2e-04	0	0	0	0	0	0	0
9634638 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
9634635 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
71384 [Metab]	1	0.015	0.0032	0.0022	2e-04	0	0	2e-04	2e-04	0	0
156842 [Metab Prot]	1	0	0	0	0	0	0	0	0	0	0
72613 [Metab Prot]	1	0	0	0	0	0	0	0	0	0	0
72764 [Metab Prot]	1	0	0	0	0	0	0	0	0	0	0
8941413 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
168274 [Disease]	1	0.4068	0.0956	0.021	0.005	0.002	4e-04	0	0	0	0
9036866 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
180786 [Cell Cycl]	1	0.0022	2e-04	0	2e-04	2e-04	2e-04	0	2e-04	0	0
1474244 [ECM Org]	1	0	0	0	0	0	0	0	0	0	0
140834 [Hemost]	1	0	0	0	0	0	0	0	0	0	0
8854050 [Cell Cycl]	1	0	0	0	0	0	0	0	0	0	0
2644605 [Disease]	1	0	0	0	0	0	0	0	0	0	0
2871809 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
2871796 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
2871837 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
2029481 [Imm Sys]	1	0	0	0	0	0	0	0	0	0	0
190242 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
1839124 [Disease]	1	0	0	0	0	0	0	0	0	0	0
190370 [Sig Transd]	1	0	0	0	0	0	2e-04	0	0	0	0
190374 [Sig Transd]	1	0	0	2e-04	0	0	2e-04	0	0	2e-04	2e-04
190373 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
6803529 [Sig Transd]	1	0.0034	0.0022	0.001	6e-04	4e-04	2e-04	4e-04	4e-04	4e-04	4e-04
190241 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
1839126 [Disease]	1	0	0	0	0	0	0	0	0	0	0
190377 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
190375 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
190239 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
2033514 [Disease]	1	0	0	0	0	0	0	0	0	0	0
190371 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
190372 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
190322 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
1839128 [Disease]	1	0	0	0	0	0	0	0	0	0	0
5658623 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
217271 [Metab]	1	0.0096	0.002	0.0012	6e-04	8e-04	2e-04	4e-04	2e-04	0	0
9614085 [Gene Expr]	1	0.0074	0.0022	4e-04	0	2e-04	0	0	0	0	0
9617828 [Gene Expr]	1	0	0	0	0	0	0	0	0	0	0
9614657 [Gene Expr]	1	0	0	0	0	0	0	0	0	0	0
9615017 [Gene Expr]	1	0.0176	0.0066	0.0038	0.0018	0.001	2e-04	6e-04	4e-04	2e-04	2e-04
5654693 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
5654700 [Sig Transd]	1	0	0	0	0	0	0	0	0	0	0
